"Word","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean"
"ADMONISHMENT",3.133,0,0.267,1.933,0,2.067
"ADOBE",0,0,1.688,0,0.188,3.188
"ADOLESCENCE",2.222,0.333,0.5,2.056,0.389,3.333
"ADOLESCENT",2.529,0,0.412,0.765,0.235,3.471
"ADOLESCENTLY",0.941,0.118,0.294,1,0.176,1.824
"ADOPT",1.222,0.056,1.056,1.222,0.111,1.889
"ADOPTABILITY",0.706,0.176,0.471,1,0.176,1.882
"ADOPTABLE",1.421,0,0.421,0.789,0.105,2.158
"ADOPTED",2.158,0.421,0.421,1.105,0.421,2.158
"ADOPTEE",2.067,0,0.533,0.333,0,2.4
"ADOPTER",1.353,0.176,0.294,0.176,0.176,2.824
"ADOPTION",2.15,0.2,0.8,0.7,0.15,2.85
"ADOPTIVE",1.033,0,0.2,0.533,0.033,1.667
"ADOPTIVELY",1.571,0,0.571,1.071,0,2.714
"ADORABILITY",1.222,0,0.444,1.444,0,3.556
"ADORABLE",1.722,0.222,0.444,1.056,0.222,3.944
"ADORABLENESS",2.211,0,0.579,1.789,0,4.158
"ADORABLY",1.588,0.294,1.235,1.647,0.588,3.882
"ADORATION",2.737,0.368,1.158,2.579,0.263,3.158
"ADORE",1.412,0.353,1,3.235,0.176,2.118
"ADORER",2.188,0.438,1.125,1.75,0.375,2.5
"ADORING",2,0.526,1.105,2,0.842,2.263
"ADORINGLY",2.222,0.111,0.444,2.889,0.111,2.722
"ADORN",0.789,0,2.684,1.316,0.053,3.632
"ADORNER",0.857,0,0.929,0.643,0.357,3.214
"ADORNMENT",0.5,0,1.9,0.7,0.15,4.15
"ADRENAL",0.6,0.133,0.667,3.6,0.667,0.733
"ADRENALIN",0.933,0.067,1,4.533,0.067,1.267
"ADRENALINE",0.381,0.238,0.571,4.571,0.238,0.476
"ADRIFT",0.588,0,1.059,1.941,0,3.176
"ADULT",1.6,0.35,0.9,2.15,0.4,3.5
"ADULTERATE",1.688,0.625,1.438,1.188,0.562,2.625
"ADULTERATION",0.909,0.455,0.636,0.818,0.273,1.818
"ADULTERER",2.368,0,0.474,0.579,0.053,2.684
"ADULTERESS",2,0.176,1,0.765,0.176,2.941
"ADULTEROUS",1.176,0,0.471,1.882,0.118,2
"ADULTEROUSLY",2.1,0.2,0.65,0.75,0.1,2.8
"ADULTERY",2.05,0.05,1.6,1.45,0.2,2.95
"ADULTHOOD",1.114,0.171,0.457,2.171,0.2,2.286
"ADULTLIKE",3.812,0.25,0.688,1.688,0.25,4.062
"ADULTNESS",2.118,0,0.471,1.294,0,2.765
"ADVANCE",1.062,0.312,1,0.688,0.312,3.812
"ADVANCED",0.933,0.067,0.067,0.933,0,1.733
"ADVANCEMENT",1.235,0.029,0.382,1.441,0.029,2.059
"ADVANCER",0.857,0,0.071,0.5,0,2.071
"ADVANCING",1.167,0,0.611,1.389,0,3.444
"ADVANTAGE",1,0.053,0.211,0.263,0.053,1.632
"ADVANTAGEOUS",1.722,0.167,0.611,1.833,0,2.278
"ADVANTAGEOUSLY",1.611,0.389,0.667,1.5,0.444,2.389
"ADVANTAGEOUSNESS",2.105,0.158,0.474,1.316,0.211,3.421
"ADVENT",1.786,0.214,0.286,1.143,0.143,2
"ADVENTURE",1.667,0.333,1,1.667,0.333,2.833
"ADVENTURER",2,0.324,0.882,1.294,0.324,3.676
"ADVENTURESOME",1.118,0.765,0.647,1.824,0.529,2.059
"ADVENTURESS",1.421,0.368,0.789,1.526,0.421,2.947
"ADVENTURIST",1.611,0.5,0.444,1.667,0.278,3.111
"ADVENTUROUS",1.389,0.5,0.389,2.222,0.389,2.222
"ADVENTUROUSLY",1.882,0.647,1.059,2.353,0.647,2.529
"ADVENTUROUSNESS",1.714,0.857,1.524,2,0.524,2.619
"ADVERB",3.353,0,0,0.059,0,2
"ADVERSARIAL",3.111,0.389,0.889,2.611,0.833,3.222
"ADVERSARY",2.263,0.158,0.632,2,0.211,3.105
"ADVERSE",2.065,0.71,0.871,2.032,0.677,2.452
"ADVERSELY",1.583,0.417,0.917,1.667,0.667,2.167
"ADVERSENESS",2.2,0.333,0.333,1.6,0.4,2.8
"ADVERSITY",2.692,0.231,0.641,3.128,0.256,3.128
"ADVERT",2.929,0,0.643,0.143,0,3.786
"ADVERTENTLY",1.933,0.333,0.6,1,0.333,2.4
"ADVERTISE",3.368,0.421,1,1.158,0.421,4.211
"ADVERTISEMENT",4.125,0,0.688,0.062,0,4.625
"ADVERTISER",2.737,0.158,0.474,0.105,0.053,3.947
"ADVERTISING",4.375,0,0.188,0,0.5,4.438
"ADVERTIZE",3.444,0.222,0.778,0.222,0.167,4
"ADVICE",4.294,0,0,0.588,0.059,1.176
"ADVISABILITY",3,0,0.562,0.875,0,2.062
"ADVISABLE",2.6,0.05,0.1,0.45,0.05,1.4
"ADVISABLY",2.2,0,0.2,1,0.067,1.867
"ADVISE",3.176,0.118,0.118,0.588,0.118,2.118
"ADVISED",3.952,0.286,0.667,1.238,0.286,2.19
"ADVISEDLY",2.278,0.333,0.333,1,0.333,1.389
"ADVISEE",2.75,0,0,0.438,0,3.188
"ADVISEMENT",3.857,0,0.357,0.5,0,2.071
"ADVISER",4.6,0.333,0.6,0.733,0.467,3.733
"ADVISOR",3.75,0.25,0.6,0.45,0.35,3.9
"ADVISORY",3.111,0,0.333,0.5,0,1.944
"ADVOCACY",2.833,0,0.056,1.056,0,2.556
"ADVOCATE",3.375,0,0.125,0.688,0,1.938
"ADVOCATOR",3.258,0.032,0.387,0.258,0.032,2.71
"AERATION",0.762,0.143,1,0.667,0.476,2.429
"AERATOR",1.1,0.1,1.3,0.1,0.7,3.2
"AERIAL",1.765,0.059,0.647,1.353,0.118,4.529
"AERIALIST",0.615,0,0.538,0.692,0,3.538
"AERIALLY",0.733,0,0.267,1.067,0,2.8
"AEROBATICS",1.278,0,0.667,1.111,0.278,3.333
"AEROBIC",1.222,0,0.889,2.222,0.111,2.778
"AEROBICALLY",0.385,0.077,0.462,2,0.154,2.077
"AEROBICS",0.941,0.059,1.412,2.588,0.176,4.059
"AERODYNAMIC",0.947,0.105,1.158,0.474,0.211,3.789
"AERODYNAMICS",1.111,0,1.278,0.444,0.111,2.667
"AEROGRAPHER",1.667,0.833,1.083,1.333,0.667,2.917
"AEROMECHANICS",0.714,0.143,0.857,0.357,0.429,2.571
"AERONAUTIC",1.133,0,0.267,1,0.2,3.933
"AERONAUTICAL",1.421,0.053,0.474,0.579,0.158,3.053
"AERONAUTICS",2.4,0.8,1.533,2.2,0.8,3.267
"AEROSOL",2.167,0.389,1.389,0.444,2,2.389
"AEROSOL CAN",2.158,0.263,2.684,0.263,2.158,4.158
"AEROSPACE",1.118,0.118,0.588,0.471,0.353,3.471
"AESTHETIC",1.056,0.278,0.889,0.667,0.389,4.278
"AESTHETICAL",0.941,0,0.765,0.294,0,3.588
"AESTHETICALLY",0.824,0.353,0.941,1,0.353,4.118
"AESTHETICIAN",1.286,0.357,1.071,1,0.786,3.143
"AESTHETICISM",0.481,0.037,0.741,0.593,0.148,3.593
"AESTHETICS",1.353,0.176,1.118,0.824,0.235,4.353
"AFAR",1.657,0.057,0.2,0.686,0.143,4.143
"AFFABILITY",1.789,0.158,0.684,1.579,0.211,2.895
"AFFABLE",1.455,0,0.545,1.273,0.091,1.455
"AFFAIR",2.062,0,1,1.375,0,2.5
"AFFECT",2.15,0.3,1.1,1.7,0.4,2.55
"AFFECTATION",2.062,0.125,1.625,2.5,0.312,2.125
"AFFECTED",0.8,0.333,0.733,3.2,0.4,1.8
"AFFECTEDLY",1.688,0.125,0.375,1.5,0.188,2.062
"AFFECTEDNESS",1.267,0.2,0.533,2.733,0,2.4
"AFFECTING",1.438,0.75,0.938,2.562,0.688,2.062
"AFFECTION",2.543,0.171,2.343,3.686,0.286,3.229
"AFFECTIONATE",2.474,0.316,2.684,2.474,0.632,3.684
"AFFECTIONATELY",2.684,0.526,3.211,2.947,0.684,3.263
"AFFECTIVE",1.944,0.389,1,1.722,0.5,2.444
"AFFECTIVELY",1.895,0.316,0.579,1.158,0.316,2.632
"AFFECTIVITY",1.615,0,0.308,1.846,0.077,2.385
"AFFIDAVIT",0.769,0,0.923,0.231,0,2.462
"AFFILIATE",1.389,0.167,0.5,0.389,0.056,2.278
"AFFILIATION",1,0.067,0.2,0.933,0.067,1.867
"AFFIRM",1.842,0.053,0.579,0.737,0,1.842
"AFFIRMABLE",3.083,0,0.833,0.833,0.167,2.667
"AFFIRMATION",3.7,0.25,0.8,1.75,0.25,2.7
"AFFIRMATIVE",1.765,0,0.235,0.824,0,2
"AFFIRMATIVE ACTION",2,0,0.176,1.294,0,3.059
"AFFIRMATIVELY",2.333,0.476,0.714,1.286,0.333,2.429
"AFFIRMER",3.211,0,0.263,0.632,0.053,1.842
"AFFIX",0.929,0.143,2.857,1,0.214,2.571
"AFFIXATION",0.471,0,0.765,1.412,0,2.118
"AFFLICT",1.333,0,1.444,1.667,0.111,2.389
"AFFLICTED",1.833,0.833,1.667,2.111,0.889,2.222
"AFFLICTING",1.895,0.263,0.895,1.158,0.316,2.421
"AFFLICTION",1.314,0.029,0.571,2.286,0.2,2.429
"AFFLUENCE",1.75,0.312,0.5,1.25,0.25,3.062
"AFFLUENT",1.444,0.167,0.389,0,0.111,2.5
"AFFLUENTLY",1.571,0.929,0.929,1.143,0.786,2.786
"AFFORD",1.294,0.294,0.294,0.471,0.294,1.824
"AFFORDABILITY",0.632,0,0.105,0.789,0,2.368
"AFFORDABLE",1.688,0.125,0.688,1,0.062,3.312
"AFFRONT",2.818,0,0.091,1.909,0,2.636
"AFFRONTED",2.385,0.769,0.923,1.615,1.077,2.615
"AFGHAN",1,0.062,2.125,0.562,0.25,3.688
"AFICIONADO",2.737,0.368,0.632,0.632,0.211,3.158
"AFLAME",0.941,0,1.294,1,1.647,3.765
"AFLOAT",0.471,0.294,2.353,1.706,0.353,3.529
"AFLUTTER",1.231,0,1.308,3.923,0,1.462
"AFOOT",0.938,0.125,0.75,0.812,0.188,2.688
"AFOREMENTIONED",2.438,0,0,0.188,0,0.5
"AFRAID",2.143,0.357,0.929,4.357,0.429,2.857
"AFRO",0.235,0.059,3.235,0.059,0.235,4.412
"AFTER",1,0.1,0.05,0.75,0.05,1.05
"AFTERBIRTH",0.765,0.294,1.235,1.529,1,3.059
"AFTERBURNER",2.333,0,0.583,0.75,0.333,3
"AFTERCARE",0.917,0.194,1.361,1.25,0.25,2.222
"AFTEREFFECT",1.867,0.6,0.467,1.267,0.667,2.867
"AFTERGLOW",0.062,0.062,0.875,2.25,0.062,2.312
"AFTERHOURS",0.8,0,0,0.533,0.067,2.067
"AFTERLIFE",0.947,0.158,0.474,1.579,0,1.263
"AFTERMARKET",0.625,0.125,0.375,0.312,0.125,2.562
"AFTERMATH",1.789,0.053,0.263,0.842,0.368,2.526
"AFTERMOST",1.462,0.154,0.538,0.385,0.077,2.538
"AFTERNOON",1.15,0.45,0.5,1.7,0.55,3.05
"AFTERNOONS",0.375,0.062,0.5,1.5,0.062,2.25
"AFTERPARTY",2.263,0.421,0.526,0.842,0.579,2.579
"AFTERSALE",1.444,0,0.556,0.056,0.111,3
"AFTERSCHOOL",1.706,0.176,0.294,0.529,0.176,2.059
"AFTERSHAVE",0,0,2.222,0.444,3.778,3.389
"AFTERSHOCK",1.842,0.053,2.789,2.947,0.053,2
"AFTERTASTE",0.588,4.353,0.529,1.471,0.882,0.765
"AFTERTHOUGHT",1.312,0.188,0.125,1.188,0.25,1.875
"AFTERTIME",0.97,0.152,0.333,0.788,0.273,1.545
"AFTERTIMES",0.95,0,0.2,0.55,0,0.75
"AFTERWARD",0.737,0.263,0.421,0.789,0.263,1.526
"AFTERWARDS",2.438,0.125,0.375,0.75,0.125,2.5
"AFTERWORD",2.125,0.188,0.5,0.812,0.125,2.5
"AFTERWORLD",1.588,0.235,0.647,1.706,0.353,1.647
"AGAIN",1.7,1.05,1.05,1.4,1.1,1.95
"AGAINST",1.765,0.235,1.647,1.059,0.176,2.941
"AGE",2.25,1.25,1.812,2.25,1.062,3.812
"AGED",1.429,1.333,1.571,2.095,1.381,3.714
"AGEDNESS",0.938,0.312,0.938,2.062,0.375,3
"AGEISM",2.154,0.385,0.308,0.615,0.385,2.615
"AGELESS",0.613,0.097,0.613,1.839,0.129,2.323
"AGELESSNESS",0.882,0.412,0.765,2,0.353,2.765
"AGENCY",1.526,0.368,0.526,0.789,0.211,3.158
"AGENDA",2.235,0,0.529,1,0,3
"AGENDA ITEM",2.167,0,0,0,0,3.167
"AGENT",1.059,0,0.353,0.353,0.059,3.647
"AGGRAVATE",2.706,0.176,0.353,2.588,0.118,2.882
"AGGRAVATED",2.667,0.333,1,3.556,0.5,2.667
"AGGRAVATING",2.353,0.294,0.471,3.118,0.353,2.647
"AGGRAVATINGLY",2.688,0.062,0.25,1.75,0.125,2.688
"AGGRAVATION",2.611,0.111,0.389,3.389,0.111,2.278
"AGGRAVATOR",2.314,0.286,0.743,1.286,0.257,2.857
"AGGREGATE",0.143,0,0.571,0.5,0,1.429
"AGGREGATELY",0.929,0,0.286,0.429,0.071,1.714
"AGGREGATION",1.533,0.067,0.867,1.333,0.067,3.067
"AGGREGATIVE",1.786,0.214,1.357,1,0.214,3.143
"AGGREGATOR",0.529,0.412,0.412,0.176,0.235,2.059
"AGGRESSION",3.45,0.45,2.1,2.55,0.65,3.9
"AGGRESSIVE",2.222,0.222,1.444,3.278,0.111,2.556
"AGGRESSIVELY",2.95,0.5,1.85,2.25,0.5,3.4
"AGGRESSIVENESS",3.111,0.278,1.833,3,0.111,3.611
"AGGRESSOR",2.75,0.125,1,0.938,0.5,3.25
"AGGRIEVE",1.636,0.045,0.227,2,0.091,1.227
"AGGRIEVED",2.727,0.182,0.545,2.909,0.091,2.636
"AGGRIEVEDLY",1.833,0.25,0.667,2.083,0.25,1.75
"AGHAST",1.667,0.167,0.389,2.722,0.222,1.944
"AGILE",0.667,0,0.667,1.267,0,3.267
"AGILITY",0.474,0,1.316,2.316,0,3.053
"AGING",0.7,0,1.05,2.85,0.4,3.8
"AGITATE",2.625,0.062,0.625,2.375,0.125,2.562
"AGITATED",2.211,0,0.342,3.579,0,2.5
"AGITATEDLY",1.529,0,0.471,3.765,0,2.471
"AGITATION",2.632,0.211,1,4.211,0.368,2.789
"AGITATOR",3.067,0,0.533,0.933,0,2.667
"AGLOW",0.688,0,0.375,0.625,0,4.375
"AGNOSTIC",2.412,0,0.294,1.471,0,1.471
"AGNOSTICALLY",1.889,0,0.167,1.278,0,2.056
"AGNOSTICISM",1.286,0,0,2,0,1.286
"AGO",0.5,0.143,0.429,1.429,0.214,1.286
"AGONISTIC",1.571,0,0.071,1.429,0,0.786
"AGONIZE",2.368,0.421,0.684,3.947,0.263,2.579
"AGONIZING",1.526,0.105,0.684,3.053,0.211,1.789
"AGONIZINGLY",1.176,0.353,1.059,3.059,0.412,2.353
"AGONY",1.842,0.105,1.263,3.579,0.053,2.053
"AGORAPHOBIA",1.385,0,0.846,3.462,0,1.692
"AGORAPHOBIC",0.769,0,0.231,2.538,0,1.615
"AGREE",2.941,0.118,0.333,1.51,0.118,1.902
"AGREEABILITY",2.75,0,0.375,1.5,0.062,2.125
"AGREEABLE",2.737,0.211,0.368,2,0.158,2.684
"AGREEABLENESS",2.6,0.12,0.28,1.6,0.28,2.32
"AGREEABLY",2.947,0,0.158,1.842,0.316,2.947
"AGREED",3.158,0,0.053,1.053,0,1.789
"AGREEING",3.647,0.294,0.824,1.235,0.235,2.588
"AGREEMENT",3.579,0.053,0.579,1.368,0.053,3.368
"AGRICULTURAL",0.833,0.611,0.833,0.278,1.111,3.611
"AGRICULTURALIST",1.632,0.421,0.789,0.105,0.421,3.211
"AGRICULTURALLY",1.333,0.2,0.933,0.2,0.8,2.4
"AGRICULTURE",1.421,0.789,0.737,0.211,1.474,3.211
"AGRICULTURIST",1.444,0.556,0.611,0.444,0.667,3.333
"AGROUND",1.625,0.25,2,0.562,0.312,3.5
"AHEAD",0.706,0,0.471,0.471,0,3.588
"AHEM",3.489,0.106,0.277,1,0.191,0.681
"AHOY",3.514,0,0.143,0.457,0.257,1.229
"AID",2.118,0,0.588,0.353,0.059,3.235
"AIDE",1.526,0.105,1.053,0.632,0,2.158
"AIDES",2,0.056,0.667,0.667,0.333,3
"AIDLESS",1.316,0.105,0.263,0.632,0.105,2.579
"AIDS",0.9,0,0.15,1.65,0.1,1.5
"AILING",2,0.286,0.643,2.143,0.286,3.071
"AILMENT",1.083,0.667,1.25,3.417,0.667,2.167
"AIM",0.368,0,0.895,0.368,0,3.947
"AIMING",0.562,0.188,0.938,0.688,0.188,3.562
"AIMLESS",1.706,0,0.235,1.235,0,3.529
"AIMLESSLY",1.619,0.476,1.143,1.952,0.714,2.857
"AIMLESSNESS",1.412,0.588,0.471,2.176,0.294,3.059
"AIR",1.684,0.368,2.789,1.368,1.842,0.684
"AIR ATTACK",2.944,0,1,0.667,0.222,3.556
"AIR BAG",1.722,0,2.111,0.5,0.167,3.667
"AIR BASE",2.5,0.091,0.955,0.227,0.409,3.773
"AIR CONDITIONER",3.125,0,2.5,1.25,0.125,3.812
"AIR CONDITIONING",2.684,0.105,3.263,2.368,0.316,2
"AIR CREW",2.238,0.238,1,0.286,0.476,3.81
"AIR FILTER",0.632,0.263,1.737,0.368,0.684,3.632
"AIR FLOW",1.533,0.067,3,0.867,0.267,0.733
"AIR FORCE",2.647,0,0.176,0.118,0.176,4.235
"AIR FRESHENER",0.312,0.188,0.625,0.25,4.562,2.125
"AIR HOSTESS",2.533,0.067,1.267,0.133,0.667,3.8
"AIR MATTRESS",0.474,0.105,4.053,0.737,0.316,4.421
"AIR POLLUTION",0.095,0.714,0.238,1.238,3.81,3.095
"AIR PRESSURE",1.773,0.091,1.909,1.636,0.136,1.182
"AIR PUMP",2.048,0,1.952,0,0.19,3.429
"AIR RIFLE",3.25,0,3.125,0.188,0.438,4
"AIR SHAFT",1.389,0.056,1.222,0.056,0.278,3.389
"AIR SPACE",0.4,0,0.8,0.65,0.3,2.75
"AIR STRIKE",2.944,0.111,0.278,0.778,0.278,3.389
"AIR TRANSPORT",3.235,0.059,1.176,0.706,0.118,3.941
"AIR TRAVEL",2,0.056,0.389,1.5,0.333,4.056
"AIRBAG",1.2,0,1.8,1,0.25,3.35
"AIRBASE",3.125,0,0.625,0.062,0.5,4.125
"AIRBED",1,0.2,3.067,0.933,0.467,3.6
"AIRBOAT",1.706,0,1.294,0.471,0.353,3.176
"AIRBORNE",0.667,0.167,0.5,1.278,0.333,3.111
"AIRBRUSH",1.647,0.176,1.882,0.235,0.588,4
"AIRCRAFT",3.5,0.167,1.722,0.389,0.111,4.5
"AIRCRAFT CARRIER",3.238,0.048,1.476,0.524,0.333,4.381
"AIRCRAFTMAN",1.45,0,0.4,0.15,0,2.95
"AIRCREW",2.118,0.235,0.824,0.294,0.294,4.412
"AIRFARE",0.875,0.438,0.438,0.562,0.25,2
"AIRFIELD",2.55,0,0.3,0.2,0.35,4.2
"AIRFLOW",2,0.176,3.412,1.353,1.412,1.647
"AIRFORCE",1.867,0,0.2,0.6,0.4,2.867
"AIRFREIGHT",0.944,0,1.333,0,0.333,3.389
"AIRHEAD",2.65,0.85,0.85,0.6,0.6,2.85
"AIRINESS",0.625,0.562,1.312,0.938,0.625,2.688
"AIRING",1.611,0.333,1,0.389,0.722,1.778
"AIRLESS",0.625,0,0.562,2.625,0.062,1
"AIRLIFT",1.5,0,0.875,0.625,0,3.25
"AIRLINE",1.824,0.176,1,0.588,0.588,3.941
"AIRLINER",2.875,0.312,1.062,1,1,3.938
"AIRMAIL",0.647,0.176,1.588,0.118,0.176,3.588
"AIRMAN",1.812,0.125,0.562,0.25,0.125,3.812
"AIRMANSHIP",1.588,0,0.882,1.412,0,3.471
"AIRPARK",2.333,0,0.6,0.267,0.267,4.067
"AIRPLANE",3.111,0.056,1.5,0.611,0.222,4.167
"AIRPLAY",3,0,0.125,0.062,0,0.875
"AIRPORT",3.562,0.062,0.75,0.5,0.5,4.688
"AIRPORT TERMINAL",2.667,0.111,0.556,0.056,1.111,4.222
"AIRPOWER",2,0,0.667,0.5,0.167,3.5
"AIRPROOF",1.105,0.053,0.947,0.579,0.158,2.158
"AIRSHAFT",1.5,0,1.25,0.312,0.375,3.75
"AIRSHIP",2.278,0,1.5,0,0.111,4.222
"AIRSHOW",3.467,0.067,0.267,0.667,0.133,4.2
"AIRSICK",0.765,0.059,0.059,3.294,0.294,2.529
"AIRSICKNESS",1.625,0.5,0.688,3.188,1.5,2.062
"AIRSPACE",0.632,0,0.263,0.789,0.105,4.053
"AIRSPEED",1.765,0,0.176,1.118,0,2.412
"AIRSTREAM",2.647,0.059,2.941,1.176,0.353,1.765
"AIRSTRIKE",2.861,0.056,0.583,0.694,0.25,3.556
"AIRSTRIP",1.25,0,0.55,0.35,0.15,3.95
"AIRTIGHT",1.062,0.188,2.062,0.625,0.25,3.312
"AIRTIME",2.053,0,0.105,0.316,0,1.632
"AIRWAVE",2.95,0,0.65,1.2,0.05,0.1
"AIRWAY",0.95,0,0.45,1.6,0.45,1.4
"AIRWORTHINESS",0.727,0,0.818,0.182,0.091,3.364
"AIRY",1.389,0.389,1.889,1.444,1.056,1.5
"AISLE",0.5,0.111,1.5,0.222,0.111,3.889
"AJAR",0.333,0.133,1.2,0.133,0.067,4
"AKIN",1.455,0.227,0.636,0.545,0.227,2.182
"ALABASTER",0.545,0.455,1,0.818,0.273,4
"ALARM",4.1,0,0.45,2.05,0.1,1.45
"ALARM CLOCK",4.647,0,1.588,0.176,0,3.294
"ALARMCLOCK",4.353,0,2.118,0.706,0,4.235
"ALARMED",2.562,0.062,0.5,3.562,0.438,2.5
"ALARMING",2.5,0.062,0.5,2.688,0.25,2.188
"ALARMINGLY",2.5,0.429,1.143,2.714,0.786,2.286
"ALARMIST",2.611,0,0.111,1.167,0,1.889
"ALAS",1.2,0,0,0.467,0,0.333
"ALBACORE",0.538,2.538,1.769,0.462,2.231,2.923
"ALBATROSS",2,0,0.692,0.538,0.462,4
"ALBEIT",1.613,0,0.065,0.645,0,1.581
"ALBINO",0.158,0,0.263,0.105,0.053,3.737
"ALBUM",4.056,0.056,1.722,0.667,0.278,3.222
"ALCHEMICALLY",0.417,0,0.5,0.083,0.25,2.583
"ALCHEMIST",2,0.529,0.824,0.353,0.706,3.235
"ALCHEMY",1.077,0.462,0.923,0.923,0.846,2.615
"ALCOHOL",0.444,4.167,1.722,1.889,2.944,3.5
"ALCOHOLIC",1.188,2.188,0.312,1,1.688,2.875
"ALCOHOLICALLY",1.45,1.95,0.45,1.65,1.4,1.8
"ALCOHOLISM",1.211,1.632,0.211,2.579,1.421,2.895
"ALCOVE",0.333,0.133,1.333,0.333,0.333,4.067
"ALE",0.438,3.75,1.188,1.438,2.375,2.938
"ALEHOUSE",1.48,0.4,0.92,0.4,1.52,3.28
"ALERT",3.526,0.579,0.789,2.632,0.684,2.947
"ALERTLY",1.842,0.263,0.474,3.105,0.421,2.158
"ALERTNESS",2.824,0.471,1.824,4,1.176,2.941
"ALFALFA",0.308,3.154,2.385,0.385,2.231,3.154
"ALGAE",0.25,0.292,1.667,0.375,1.333,3.667
"ALGEBRA",1.421,0,0.211,0.316,0,3.842
"ALGEBRAIC",2,0,0,0.214,0,3.429
"ALGEBRAICALLY",1.375,0,0.062,0.375,0,2.938
"ALGORITHM",0.444,0,0,0.278,0,2.889
"ALIAS",2.316,0.158,0.263,0.684,0.158,2.474
"ALIBI",4.2,0,0.2,0.733,0,2.133
"ALIEN",1.053,0.053,0.579,0.684,0.105,2.895
"ALIENABILITY",1.625,0.312,0.812,1.375,0.312,1.5
"ALIENABLE",1.188,0,0.062,0.688,0.062,1.562
"ALIENATE",1.5,0,0.188,2.688,0,1.625
"ALIENATION",1.389,0.278,0.278,1.667,0.444,2.222
"ALIENATOR",2.059,0,0,0.824,0,1.882
"ALIENS",1.105,0,0.263,0.158,0.263,2.105
"ALIGHT",0.462,0,0.615,0.538,0.308,4.077
"ALIGN",1.368,0,1.737,0.579,0,2.632
"ALIGNMENT",0.389,0,2,0.444,0,4.167
"ALIKE",2.421,1.105,1.526,1.421,1.211,3.895
"ALIKENESS",1.533,1,1.067,0.533,1.067,3.933
"ALIMONY",1.059,0,0.235,0.294,0,1.941
"ALIVE",2.905,1.952,2.476,3.619,2.048,3.286
"ALIVENESS",2.765,0.706,1.941,3.647,1,3.941
"ALKALINE",1.154,1.769,0.846,0.846,0.692,1.615
"ALKALINITY",0.167,1.333,0.333,0.417,0.167,1.333
"ALKALINIZE",0.727,1,0.909,0.5,0.727,1.773
"ALKALIZATION",0.867,0.8,0.2,0.133,1.133,2.4
"ALKALIZE",0.308,0.923,0.308,0.308,0.538,2
"ALKALOID",0,1,1.091,0.909,1.182,1.909
"ALL",2.125,0.812,2.062,1.312,0.812,3.25
"ALL ALONG",0.333,0.133,0.133,0.4,0.267,1.4
"ALL IN",2.278,0.389,0.611,1.611,0.389,2.611
"ALL INCLUSIVE",1.5,0.222,0.5,0.722,0.111,2.611
"ALLEGATION",3.812,0,0,0,0,1.875
"ALLEGE",2.882,0,0,0.706,0,1.529
"ALLEGEABLE",2.333,0.167,0.333,1,0.167,2.417
"ALLEGED",3,0,0.111,0.556,0,2.278
"ALLEGEDLY",2.474,0.263,0.684,0.789,0.421,1.842
"ALLEGIANCE",2.3,0,0,1.25,0,2.2
"ALLEGORIC",1.769,0,0.308,0.769,0,1.154
"ALLEGORICAL",2.538,0.308,0.154,1,0.154,1.154
"ALLEGORICALLY",2.154,0,0,0.615,0,1.846
"ALLEGORIST",2.118,0.294,0.412,0.412,0.294,1.765
"ALLEGORY",3.231,0.154,0.692,1.154,0.769,1.923
"ALLERGEN",0.632,0.526,1.105,4.316,1.789,1.421
"ALLERGENIC",0.438,0.188,0.938,2.688,0.5,1.062
"ALLERGIC",0.412,0.412,0.824,2.882,0.412,1.824
"ALLERGIST",1.143,0,0.071,0.571,0.286,2
"ALLERGY",1.5,1.333,1.222,4.278,1.667,1.778
"ALLEVIATE",0.929,0.214,2.214,2.571,0.143,1.357
"ALLEVIATION",1.667,0.4,1.467,2.4,0.933,2.467
"ALLEVIATIVE",1,0.444,1.222,2.278,0.167,1.5
"ALLEVIATOR",2,0.154,1.462,2.538,0.231,2.231
"ALLEY",0.8,0.15,0.3,0.2,0.8,3.8
"ALLEYWAY",0.632,0.053,1.263,0.158,1.211,4.421
"ALLIANCE",1.6,0.533,0.6,1.2,0.267,2.8
"ALLIED",1.846,0,0.308,1.923,0,2.692
"ALLIES",2.053,0,0.737,0.368,0.105,2.526
"ALLIGATOR",2.375,1.188,1.875,0.5,0.5,4.812
"ALLITERATE",3,0,0,0,0,1.765
"ALLITERATION",3.889,0,0,0,0,2.556
"ALLOCABLE",0.6,0,0.6,0.1,0,1.9
"ALLOCATE",2.059,0.353,1.235,0.765,0.294,3.176
"ALLOCATION",0.412,0.059,0.882,0.647,0,2.882
"ALLOCATOR",2.6,0,0.533,0.4,0,3.4
"ALLOTMENT",0.308,0.231,0.538,0.692,0.308,2.231
"ALLOW",2.353,0.353,0.412,2.176,0.588,2.118
"ALLOW FOR",1.467,0,0.2,1.4,0,1.867
"ALLOWABLE",2.278,0.222,0.5,1,0.667,2.111
"ALLOWABLENESS",1.5,0.3,0.767,1.033,0.133,1.667
"ALLOWABLY",1.462,0,0.308,0.462,0,1.077
"ALLOWANCE",1.688,0.312,1.688,0.75,0.312,2.938
"ALLOY",0.176,0,2.471,0.294,0.235,3.118
"ALLSPICE",0.419,3.29,1.258,0.387,2.806,2.581
"ALLUDE",2.438,0,0.125,0.688,0,1.625
