concept,domain,subtype,source_dataset,notes,polysemy_risk,image_source,image_quality_flag,human_anchor_available
loveseat,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
luggage,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
lumber,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
lunchbox,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
macadamia,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
macaroni,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
machete,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
machine_gun,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
maggot,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
magnet,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
magnifier,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
magnifying_glass,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mail,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mailbox,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
makeup,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mallet,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
man,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
manatee,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mandolin,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mango,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
manhole,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mannequin,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mantle,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
map,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
maple_syrup,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
marble,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
margarita,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
marijuana,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
marker,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
marmalade,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
marshmallow,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mascara,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mashed_potato,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mask,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mast,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mat,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
match,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
matchbox,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mattress,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
measuring_cup,sensory,"container, kitchen tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
meat,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
meat_grinder,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
meatball,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
meatloaf,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
medal,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
meerkat,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
megaphone,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
melon,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
memory_stick,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
metal_detector,sensory,"electronic device, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
metronome,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
microphone,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
microscope,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
microwave,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
milk,sensory,drink,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
milkshake,sensory,"drink, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
minivan,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mint,sensory,"plant, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mirror,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
missile,sensory,weapon,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mistletoe,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mitten,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mixer,sensory,"electronic device, kitchen appliance",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
moccasin,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
modem,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mold1,sensory,container,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
mold2,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
mole,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
money,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mongoose,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
monkey,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
moose,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mop,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mosquito,sensory,"animal, insect",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mosquito_net,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
moss,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
moth,sensory,"animal, insect",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
motherboard,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
motorcycle,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mouse1,sensory,animal,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
mouse2,sensory,electronic device,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
mousepad,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mousetrap,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mousse,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mouth,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mouthpiece,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mud,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
muff,sensory,"clothing, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
muffin,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mug,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mulberry,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mulch,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mullet,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mushroom,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
music_box,sensory,"electronic device, toy",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mussel,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mustache,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
mustard,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nacho,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nail,sensory,Verb,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nail_clippers,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nail_file,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nail_polish,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
napkin,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
napkin_ring,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
navel,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
neck,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
necklace,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
needle,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nest,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
net,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nightshirt,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nightstand,sensory,"furniture, container",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
noisemaker,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
noodle,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
noose,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nose,sensory,body part,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
notebook,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
notepad,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nut,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
nutcracker,sensory,"kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
oar,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
oatmeal,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
octopus,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
odometer,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
oil,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
oilcan,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
okra,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
olive,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
omelet,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
onion,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
orange,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
orange_rind,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
orangutan,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
orchid,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
organ,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
origami,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ostrich,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
otter,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ottoman,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
outfit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
outlet,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
oven,sensory,kitchen appliance,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
overalls,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
owl,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
oyster,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pacifier,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paddle,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
padlock,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paint,sensory,Verb,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paintbrush,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
painting,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pajamas,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
palette,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pallet,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
palm_tree,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pan,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pancake,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
panda,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
panther,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
panties,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pants,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pantsuit,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pantyhose,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
papaya,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paper,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paper_bag,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paper_plate,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paper_towel,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paperclip,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
paperweight,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
parachute,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
parfait,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
parking_meter,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
parrot,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
parsley,sensory,"plant, food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pasta,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pastry,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
patch,sensory,clothing accessory,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
patty,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
payphone,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pea,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
peach,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
peacock,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
peanut,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
peanut_butter,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pear,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pearl,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pecan,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pedal,sensory,part of car,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pedometer,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
peeler,sensory,"kitchen tool, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
peg,sensory,Name,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pelican,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pen,sensory,"office supply, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pencil,sensory,"office supply, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pencil_sharpener,sensory,"office supply, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pendulum,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
penguin,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
penholder,sensory,office supply,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
penlight,sensory,"medical equipment, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pennant,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pepper_mill,sensory,kitchen tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pepper1,sensory,food,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
pepper2,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
peppermint,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pepperoni,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
perfume,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
periscope,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pesto,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pet_food,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
petal,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
petri_dish,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pheasant,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
phone,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
phone_booth,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
photo_booth,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
photograph,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
piano,sensory,musical instrument,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pickax,sensory,"weapon, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pickle,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pie,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
piecrust,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pig,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pigeon,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
piggy_bank,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
piglet,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pill,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pillbox,sensory,"medical equipment, container",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pillow,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pin,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pinball,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pincushion,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pine_needle,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pine_tree,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pineapple,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pinecone,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
ping-pong_table,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pinwheel,sensory,"home decor, toy",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pipe1,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
pipe2,sensory,Noun,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
pistachio,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pita,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pitcher,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pitchfork,sensory,"weapon, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pizza,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
place_mat,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
plant,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
plaster_cast,sensory,medical equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
plastic_film,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
plate,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
platypus,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
playing_card,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
playpen,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pliers,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
plug,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
plum,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
plunger,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pocket,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pocket_watch,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pocketknife,sensory,"weapon, tool",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pogo_stick,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
poinsettia,sensory,plant,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
poker,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
polar_bear,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
polaroid,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pole,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
police_car,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
polisher,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
polo_shirt,sensory,clothing,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
polygraph,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pom-pom,sensory,decoration,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pomegranate,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pony,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
poodle,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pool_table,sensory,furniture,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
popcorn,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
poppy,sensory,"plant, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
popsicle,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
porcupine,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
porthole,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
possum,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
poster,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pot,sensory,container,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
potato,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
potholder,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pothole,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
potpie,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
potpourri,sensory,home decor,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
powder,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
power_line,sensory,#N/A,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
praying_mantis,sensory,"animal, insect",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pretzel,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
printer,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
prism,sensory,Name,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
projector,sensory,electronic device,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
propeller,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
prune,sensory,"food, fruit",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
puck,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pudding,sensory,"food, dessert",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
puddle,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
puffin,sensory,"animal, bird",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pug,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pulley,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pulpit,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pump,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
pumpkin,sensory,"food, vegetable",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
punch1,sensory,drink,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
punch2,sensory,"office supply, tool",things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
punching_bag,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
puppet,sensory,toy,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
puppy,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
purse,sensory,"container, clothing accessory",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
quad,sensory,vehicle,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
quesadilla,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
quiche,sensory,food,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
quill,sensory,tool,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
quilt,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rabbit,sensory,"animal, food",things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
raccoon,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
racehorse,sensory,animal,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
rack1,sensory,furniture,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
rack2,sensory,furniture,things,THINGS archive exact overlap with local image support,medium,things_archive,good,yes
racket,sensory,sports equipment,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
radar,sensory,Noun,things,THINGS archive exact overlap with local image support,low,things_archive,good,yes
